WKT,PLANID,LAAG
"LINESTRING (90500.449207 436994.099468,90498.06952 436977.474315,90488.849407 436978.791298)","582",ALG_CODERINGEN
"LINESTRING (86963.895402 440716.474167,86965.853086 440712.985977,86963.056338 440711.416351,86972.868587 440708.658722,86975.626217 440718.470973,86972.829468 440716.901347,86970.871783 440720.389537,86963.895402 440716.474167)","646",ALG_CODERINGEN
"LINESTRING (91415.389599 433980.233382,91416.97609 433979.654752,91412.81168 433968.236757)","574",ALG_CODERINGEN
"LINESTRING (90298.076188 437213.980117,90295.835417 437197.591595,90275.816225 437200.328779)","582",ALG_CODERINGEN
"LINESTRING (94187.64 436369.86,94186.009 436373.237,94185.641869 436372.920151)","440",ALG_MAATVOERING
"LINESTRING (91309.765356 433962.375772,91308.105488 433958.213636)","574",ALG_CODERINGEN
"LINESTRING (91941.773436 434891.285432,91946.475723 434891.285432)","586",ALG_CODERINGEN
"LINESTRING (94857.229057 436214.095855,94853.855212 436213.874926)","687",ALG_CODERINGEN
"LINESTRING (90395.417152 437247.087354,90398.299434 437221.549173)","582",ALG_CODERINGEN
"LINESTRING (68729.75424 445132.220449,68729.868 445132.16,68730.093 445133.134,68729.526166 445132.342311)","462",ALG_MAATVOERING
"LINESTRING (91334.314339 437070.761222,91346.274563 437069.094919)","582",ALG_CODERINGEN
"LINESTRING (90529.489306 436346.594067,90535.294976 436330.864002,90547.035123 436335.19707)","582",ALG_CODERINGEN
"LINESTRING (94638.603289 435838.621113,94639.49172 435837.166975)","687",ALG_CODERINGEN
"LINESTRING (92013.795557 433888.814089,92031.227879 433883.335449)","574",ALG_CODERINGEN
"LINESTRING (93929.840319 433791.699691,93934.196506 433798.867794)","598",ALG_CODERINGEN
"LINESTRING (91817.658163 433992.096264,91804.417627 433996.75577)","574",ALG_CODERINGEN
"LINESTRING (98562.809 442878.473,98572.649414 442895.838355)","442",ALG_CODERINGEN
"LINESTRING (91806.12595 434687.730886,91806.128203 434685.954882)","574",ALG_CODERINGEN
"LINESTRING (91539.454164 434295.86199,91544.120375 434293.968173,91549.459741 434307.123935)","574",ALG_CODERINGEN
"LINESTRING (88477.641 439864.653,88478.699 439865.319)","503",ALG_MAATVOERING
"LINESTRING (90836.879755 436041.626071,90838.261171 436011.965005)","582",ALG_CODERINGEN
"LINESTRING (90474.053224 437411.325728,90476.619658 437392.601993,90468.287382 437391.498007)","582",ALG_CODERINGEN
"LINESTRING (69095.721887 445382.303297,69099.61553 445381.339336)","595",ALG_CODERINGEN
"LINESTRING (94788.444393 435393.708332,94789.539022 435391.778971)","687",ALG_CODERINGEN
"LINESTRING (91783.456104 434151.83033,91782.920773 434149.234566)","574",ALG_CODERINGEN
"LINESTRING (90521.972494 436366.326278,90527.778165 436350.596213,90539.518312 436354.92928)","582",ALG_CODERINGEN
"LINESTRING (94754.704145 433061.060016,94766.701453 433065.296033)","598",ALG_CODERINGEN
"LINESTRING (94825.728884 436279.608841,94828.647029 436277.651225)","687",ALG_CODERINGEN
"LINESTRING (90437.183702 437302.098814,90435.137965 437322.112264,90445.79488 437323.221596)","582",ALG_CODERINGEN
"LINESTRING (94999.164226 433393.245075,95003.783492 433394.025983)","598",ALG_CODERINGEN
"LINESTRING (91712.451423 433535.516573,91713.723244 433534.562708,91705.733235 433523.909365)","574",ALG_CODERINGEN
"LINESTRING (94676.019761 434028.166073,94674.893832 434027.258679,94673.279927 434025.945087)","632",ALG_CODERINGEN
"LINESTRING (88477.837292 439927.7396,88474.528919 439925.367801)","646",ALG_CODERINGEN
"LINESTRING (91152.569497 437440.002143,91156.999049 437421.138958)","582",ALG_CODERINGEN
"LINESTRING (94578.069208 436529.991921,94579.976249 436527.928443)","687",ALG_CODERINGEN
"LINESTRING (91117.341695 436764.973644,91117.07155 436734.361631)","582",ALG_CODERINGEN
"LINESTRING (94751.414258 435428.660462,94752.181656 435427.269619,94754.002632 435427.351839)","687",ALG_CODERINGEN
"LINESTRING (91245.220312 437056.364085,91234.745417 437057.600002,91232.768055 437040.841047)","582",ALG_CODERINGEN
"LINESTRING (92020.966978 433904.556984,92037.928323 433899.235747)","574",ALG_CODERINGEN
"LINESTRING (91150.327191 436913.027948,91150.327192 436925.968075,91138.991366 436925.908255)","582",ALG_CODERINGEN
"LINESTRING (90111.999354 436957.33547,90125.433989 436931.698406,90139.592029 436939.127327)","582",ALG_CODERINGEN
"LINESTRING (90298.243212 436694.895915,90306.547699 436696.440338)","582",ALG_CODERINGEN
"LINESTRING (91559.335168 443499.873283,91560.746466 443501.433164)","709",ALG_CODERINGEN
"LINESTRING (90484.286182 436585.427787,90489.69273 436592.154952,90510.777838 436576.736045)","582",ALG_CODERINGEN
"LINESTRING (95127.46057 433122.313372,95123.2275 433120.055201)","598",ALG_CODERINGEN
"LINESTRING (91715.275851 443690.370031,91717.200895 443687.181057)","368",ALG_MAATVOERING
"LINESTRING (91868.282724 434172.222928,91857.773879 434159.492556)","574",ALG_CODERINGEN
"LINESTRING (94044.75542 433156.982011,94047.489621 433153.716748)","598",ALG_CODERINGEN
"LINESTRING (91344.904028 437059.25763,91332.356003 437061.005827)","582",ALG_CODERINGEN
"LINESTRING (91218.153866 433493.62859,91211.707973 433478.515763)","574",ALG_CODERINGEN
"LINESTRING (66131.432 436984.115,66131.274 436984.021)","587",ALG_CODERINGEN
"LINESTRING (95460.193926 433767.061995,95453.013119 433765.386672)","598",ALG_CODERINGEN
"LINESTRING (91636.144921 433659.145259,91633.525855 433660.32524)","574",ALG_CODERINGEN
"LINESTRING (91189.991534 437430.286784,91200.304479 437431.568995)","582",ALG_CODERINGEN
"LINESTRING (93956.417425 433575.216867,93952.849342 433570.607018)","598",ALG_CODERINGEN
"LINESTRING (90597.259955 437353.84044,90601.157734 437341.551114,90594.450574 437339.423819)","582",ALG_CODERINGEN
"LINESTRING (88529.924658 440346.259225,88528.468433 440345.244659)","646",ALG_CODERINGEN
"LINESTRING (91661.932559 434109.713104,91656.318806 434096.052518,91654.608084 434096.755532)","574",ALG_CODERINGEN
"LINESTRING (92542.735344 436702.837214,92543.032437 436701.535563,92543.864874 436700.49172,92545.067781 436699.912431,92546.402906 436699.912431,92547.605813 436700.49172,92548.43825 436701.535563,92548.735344 436702.837214,92548.43825 436704.138866,92547.605813 436705.182709,92546.402906 436705.761998,92545.067781 436705.761998,92543.864874 436705.182709,92543.032437 436704.138866,92542.735344 436702.837214)","647",ALG_CODERINGEN
"LINESTRING (91591.788526 434373.309657,91589.141156 434374.321225)","574",ALG_CODERINGEN
"LINESTRING (94646.177167 435850.44448,94644.603682 435847.628923)","687",ALG_CODERINGEN
"LINESTRING (90739.966941 436399.536843,90734.344786 436397.72842)","582",ALG_CODERINGEN
"LINESTRING (94675.806262 433650.460493,94679.747653 433651.386131)","598",ALG_CODERINGEN
"LINESTRING (91442.714528 434099.274676,91441.601626 434099.71059)","574",ALG_CODERINGEN
"LINESTRING (93198.351999 435495.983999,93200.55141 435495.073669,93202.920269 435494.839982,93205.25516 435495.303006,93207.35558 435496.42298,93209.041162 435498.10373,93210.167162 435500.200927,93210.636886 435502.534479,93210.41 435504.904)","488",ALG_CODERINGEN
"LINESTRING (94205.859909 433846.106228,94205.920057 433844.648619)","568",ALG_CODERINGEN
"LINESTRING (95086.415669 433351.637925,95089.846924 433352.244814)","598",ALG_CODERINGEN
"LINESTRING (86529.927112 430358.748476,86532.225032 430371.280017,86544.756573 430368.982097,86541.457075 430366.705156,86544.296945 430362.589922,86536.066479 430356.910185,86533.22661 430361.025417,86529.927112 430358.748476)","585",ALG_CODERINGEN
"LINESTRING (91364.656846 436627.806514,91362.950499 436636.262643,91343.19148 436632.275505,91344.860733 436624.003206)","582",ALG_CODERINGEN
"LINESTRING (91859.437615 434242.282116,91845.66256 434255.552251)","574",ALG_CODERINGEN
"LINESTRING (91152.757429 436820.688087,91152.238694 436833.375776,91141.410443 436833.076669)","582",ALG_CODERINGEN
"LINESTRING (93879.872506 433581.012231,93887.195512 433572.607559)","598",ALG_CODERINGEN
"LINESTRING (90562.122522 436918.365683,90549.320469 436921.228561,90552.35625 436943.079246)","582",ALG_CODERINGEN
"LINESTRING (90298.26744 437124.497407,90313.912496 437138.520359,90309.799381 437143.080959)","582",ALG_CODERINGEN
"LINESTRING (91212.015599 437394.181629,91203.585641 437383.774946)","582",ALG_CODERINGEN
"LINESTRING (88665.086903 440149.090693,88663.329764 440147.866477)","646",ALG_CODERINGEN
"LINESTRING (91410.913188 436657.823768,91403.777176 436683.629312)","582",ALG_CODERINGEN
"LINESTRING (93862.059667 433455.21744,93871.851191 433443.494256)","598",ALG_CODERINGEN
"LINESTRING (91170.193534 437029.927833,91170.408569 437043.43343,91183.035242 437043.232389)","582",ALG_CODERINGEN
"LINESTRING (90821.49344 436203.903446,90832.837519 436207.371592,90826.546968 436227.947579)","582",ALG_CODERINGEN
"LINESTRING (95267.442319 433710.78928,95261.79131 433719.748806)","598",ALG_CODERINGEN
"LINESTRING (91460.442871 433367.698942,91458.379858 433367.934497)","574",ALG_CODERINGEN
"LINESTRING (90413.098204 431072.598908,90414.063 431072.641)","494",ALG_MAATVOERING
"LINESTRING (94038.041333 433840.082121,94038.09698 433838.535224)","568",ALG_CODERINGEN
"LINESTRING (94592.085051 436329.635251,94587.762475 436327.74373)","687",ALG_CODERINGEN
"LINESTRING (94801.805067 435609.144074,94802.667734 435607.637753,94801.479326 435606.161103)","687",ALG_CODERINGEN
"LINESTRING (87066.994303 442324.300115,87071.883889 442323.25542,87071.498416 442324.444854,87071.11281 442325.634244,87070.72747 442326.82372,87070.342552 442328.012951,87066.994303 442324.300115,87071.498416 442324.444854,87071.11281 442325.634244,87070.72747 442326.82372,87066.994303 442324.300115,87071.11281 442325.634244)","646",ALG_MAATVOERING
"LINESTRING (91740.042813 433809.23317,91738.892367 433810.096005)","574",ALG_CODERINGEN
"LINESTRING (85942.517628 431826.352339,85950.006586 431826.352339)","634",ALG_CODERINGEN
"LINESTRING (94864.53025 434236.647058,94861.48128 434234.937933,94861.734702 434233.50259)","632",ALG_CODERINGEN
"LINESTRING (94634.897759 436393.961741,94636.911888 436392.464419)","687",ALG_CODERINGEN
"LINESTRING (95004.740071 433881.235329,95005.574567 433877.658496)","598",ALG_CODERINGEN
"LINESTRING (91314.013427 436754.547018,91315.379517 436767.476605)","582",ALG_CODERINGEN
"LINESTRING (88135.337277 440823.784958,88137.172299 440820.533753)","646",ALG_CODERINGEN
"LINESTRING (91073.723145 436377.580302,91079.541717 436359.300124)","582",ALG_CODERINGEN
"LINESTRING (86663.430221 441264.86107,86666.210635 441265.19167,86666.475702 441262.962399,86670.88972 441268.567752,86665.284366 441272.98177,86665.549434 441270.752499,86662.76902 441270.421899,86663.430221 441264.86107)","646",ALG_CODERINGEN
"LINESTRING (86738.489197 442238.881901,86741.225914 442238.289974,86740.751321 442236.095738,86746.748795 442239.96017,86742.884362 442245.957645,86742.409769 442243.763409,86739.673052 442244.355336,86738.489197 442238.881901)","646",ALG_CODERINGEN
"LINESTRING (90598.928028 436350.507907,90591.816658 436370.349936,90606.452245 436375.387084)","582",ALG_CODERINGEN
"LINESTRING (94083.432751 432837.558965,94091.05171 432828.603008)","598",ALG_CODERINGEN
"LINESTRING (86820.245495 441969.508324,86821.773292 441966.745426)","646",ALG_CODERINGEN
"LINESTRING (95153.116885 433465.301114,95152.470489 433472.939918)","598",ALG_CODERINGEN
"LINESTRING (91415.71333 432487.444455,91405.977438 432477.905286)","577",ALG_MAATVOERING
"LINESTRING (91727.778737 433562.947646,91731.03656 433560.504278)","574",ALG_CODERINGEN
"LINESTRING (92327.27406 443557.253501,92328.847575 443559.068195)","709",ALG_CODERINGEN
"LINESTRING (91658.753256 433698.202811,91656.459324 433699.46224)","574",ALG_CODERINGEN
"LINESTRING (89301.012376 431680.776005,89296.145487 431681.923038,89296.506109 431680.725924,89296.866269 431679.52868,89297.226269 431678.331972,89297.586487 431677.134038,89301.012376 431680.776005,89296.506109 431680.725924,89296.866269 431679.52868,89297.226269 431678.331972,89301.012376 431680.776005,89296.866269 431679.52868)","634",ALG_MAATVOERING
"LINESTRING (94220.497709 432748.271871,94224.672592 432742.74768)","598",ALG_CODERINGEN
"LINESTRING (94899.536907 435202.319684,94901.549545 435198.652289)","687",ALG_CODERINGEN
"LINESTRING (94629.051401 434601.822512,94632.157666 434601.345425)","632",ALG_CODERINGEN
"LINESTRING (90414.063 431072.641,90413.087 431072.857,90413.09283 431072.727992)","494",ALG_MAATVOERING
"LINESTRING (90453.879454 436651.028654,90468.218276 436664.809525)","582",ALG_CODERINGEN
"LINESTRING (90308.551362 437290.002116,90309.443668 437297.73432,90293.243103 437299.919511)","582",ALG_CODERINGEN
"LINESTRING (90503.003127 436745.560979,90507.676845 436740.306347,90521.85143 436752.913892)","582",ALG_CODERINGEN
"LINESTRING (90336.357541 437104.041749,90339.119646 437124.69627,90350.48639 437128.579434)","582",ALG_CODERINGEN
"LINESTRING (95239.667476 433559.488497,95226.645067 433560.356279,95223.573117 433570.903167)","598",ALG_CODERINGEN
"LINESTRING (90563.324161 436450.02561,90555.143916 436473.312393,90567.584985 436477.659457)","582",ALG_CODERINGEN
"LINESTRING (91667.205978 433709.79347,91664.754037 433711.37385)","574",ALG_CODERINGEN
"LINESTRING (66347.683138 436917.898608,66347.683138 436942.898608,66347.683138 436967.898608)","587",ALG_CODERINGEN
"LINESTRING (91278.80125 437005.015781,91280.861591 437019.995568,91272.385459 437021.161388)","582",ALG_CODERINGEN
"LINESTRING (68729.75424 445132.220449,68730.093 445133.134,68729.639988 445132.281298)","462",ALG_MAATVOERING
"LINESTRING (93872.34243 433800.749677,93870.737235 433795.978579)","598",ALG_CODERINGEN
"LINESTRING (91556.801025 443514.464466,91537.368557 443514.464466)","709",ALG_CODERINGEN
"LINESTRING (90916.304805 436932.964089,90917.01659 436908.228738,90927.693385 436908.228736)","582",ALG_CODERINGEN
"LINESTRING (91463.031871 433408.572465,91466.740842 433408.148975)","574",ALG_CODERINGEN
"LINESTRING (91902.913996 443841.616002,91902.75089 443841.448887)","368",ALG_MAATVOERING
"LINESTRING (86795.387175 441020.25279,86797.750132 441021.754934,86796.545748 441023.649497,86803.509796 441022.098506,86801.958804 441015.134458,86800.754421 441017.029021,86798.391464 441015.526876,86795.387175 441020.25279)","646",ALG_CODERINGEN
"LINESTRING (90315.11883 431068.438992,90314.159 431068.267,90315.124206 431068.309858)","494",ALG_MAATVOERING
"LINESTRING (91576.235344 443552.197237,91577.646643 443553.757118)","709",ALG_CODERINGEN
"LINESTRING (92598.143646 438214.841747,92579.751545 438227.952333)","596",ALG_CODERINGEN
"LINESTRING (93832.554877 433486.441897,93831.897 433485.723,93832.638122 433486.342102)","460",ALG_MAATVOERING
"LINESTRING (90593.838405 437110.329549,90601.793475 437104.885342)","582",ALG_CODERINGEN
"LINESTRING (91317.505378 436427.906881,91338.549354 436434.155785,91341.74337 436423.399537)","582",ALG_CODERINGEN
"LINESTRING (92960.09934 443074.155848,92942.84341 443074.155848)","592",ALG_CODERINGEN
"LINESTRING (91902.587998 443841.282,91902.425 443841.115,91903.995 443840.235,91902.913996 443841.616002)","368",ALG_MAATVOERING
"LINESTRING (94729.316205 434825.529431,94737.931573 434826.999261)","632",ALG_CODERINGEN
"LINESTRING (94798.319578 434194.27774,94802.726507 434198.013311)","632",ALG_CODERINGEN
"LINESTRING (86885.085952 441752.89172,86883.369117 441752.336066)","646",ALG_CODERINGEN
"LINESTRING (91654.608084 434096.755532,91652.621984 434097.57171)","574",ALG_CODERINGEN
"LINESTRING (94737.14743 435706.715675,94739.632203 435705.546442)","687",ALG_CODERINGEN
"LINESTRING (90557.43615 436383.69291,90576.627874 436388.984628,90581.045743 436375.0298)","582",ALG_CODERINGEN
"LINESTRING (91592.650667 434372.980231,91591.788526 434373.309657)","574",ALG_CODERINGEN
"LINESTRING (90640.361925 437014.625727,90639.101145 437002.580921,90638.045312 436992.494074)","582",ALG_CODERINGEN
"LINESTRING (91474.556049 433964.113893,91482.828693 433984.319206)","574",ALG_CODERINGEN
"LINESTRING (92582.967656 438179.087245,92582.386845 438180.809402,92581.172328 438182.161481,92579.522117 438182.923042)","596",ALG_CODERINGEN
"LINESTRING (90897.259036 436066.209521,90910.506762 436038.29244)","582",ALG_CODERINGEN
"LINESTRING (91371.547777 436444.671384,91353.38199 436439.010186,91356.283384 436428.295263)","582",ALG_CODERINGEN
"LINESTRING (93987.457426 433106.817618,93993.205579 433103.449701)","598",ALG_CODERINGEN
"LINESTRING (90402.817177 437158.105867,90401.285528 437170.151542)","582",ALG_CODERINGEN
"LINESTRING (92235.1075 442913.577,92218.623169 442932.372393)","593",ALG_MAATVOERING
"LINESTRING (91110.87132 433126.394979,91111.758781 433130.781086)","577",ALG_CODERINGEN
"LINESTRING (91887.801121 443856.024809,91902.75089 443841.448887)","368",ALG_MAATVOERING
"LINESTRING (91363.906572 434378.365119,91369.177478 434370.604822)","574",ALG_CODERINGEN
"LINESTRING (91731.748085 443664.120854,91731.552075 443663.994881)","368",ALG_MAATVOERING
"LINESTRING (91902.75089 443841.448887,91902.587998 443841.282)","368",ALG_MAATVOERING
"LINESTRING (91860.41919 434123.090638,91862.292121 434125.442988)","574",ALG_CODERINGEN
"LINESTRING (86518.139466 429907.835338,86530.430438 429911.189732,86533.784832 429898.89876,86530.303799 429900.887114,86527.823864 429896.545464,86519.140565 429901.505335,86521.6205 429905.846984,86518.139466 429907.835338)","585",ALG_CODERINGEN
"LINESTRING (90452.040595 437023.333271,90455.515515 437046.916181,90466.455076 437045.102111)","582",ALG_CODERINGEN
"LINESTRING (95226.645067 433560.356279,95211.210115 433570.574512)","598",ALG_CODERINGEN
"LINESTRING (94630.306076 435549.333628,94628.987841 435548.56095)","687",ALG_CODERINGEN
"LINESTRING (95881.906479 441006.793675,95892.546109 441009.348239)","589",ALG_CODERINGEN
"LINESTRING (94011.972349 433800.100649,94012.060795 433797.473264)","598",ALG_CODERINGEN
"LINESTRING (90534.254139 437133.293749,90523.688979 437134.746593,90520.388502 437110.74534,90531.571836 437109.20749)","582",ALG_CODERINGEN
"LINESTRING (90283.661563 436737.252895,90290.303838 436739.252121)","582",ALG_CODERINGEN
"LINESTRING (91237.820061 441521.745984,91169.3 441539.493)","527",ALG_CODERINGEN
"LINESTRING (95144.389203 433458.361339,95154.636503 433460.061666)","598",ALG_CODERINGEN
"LINESTRING (93832.638122 433486.342102,93832.554877 433486.441897)","460",ALG_MAATVOERING
"LINESTRING (91780.85658 434139.225506,91779.914082 434134.655425)","574",ALG_CODERINGEN
"LINESTRING (91903.995 443840.235,91903.076 443841.782,91902.913996 443841.616002)","368",ALG_MAATVOERING
"LINESTRING (91369.633643 433888.192392,91378.883729 433884.291518,91376.16207 433877.582506,91373.417474 433870.816955,91364.113771 433874.682605)","574",ALG_CODERINGEN
"LINESTRING (91730.387005 443666.245803,91729.449 443667.709,91730.583227 443666.371645)","368",ALG_MAATVOERING
"LINESTRING (96611.227912 436995.006119,96615.377684 436996.631863,96649.390834 437009.957092,96799.393994 437009.957092)","506",ALG_CODERINGEN
