WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (91210.55382 436564.028668)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91428.571527 436565.307269)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90792.977412 436565.45556)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90626.487551 436568.421228)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91077.837207 436568.750193)","582",A_KANTOOR_TOEGEST,"3",,"3.3299","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90310.314626 436569.342838)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91209.632475 436569.597156)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91433.02586 436569.89402)","582",A_SEKSINR_TOEGEST,,Seksinrichting,"4.7420","0",,,
"POINT (91083.929605 436570.126277)","582",A_KANTOOR_TOEGEST,"3",,"3.3299","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90626.584378 436571.015653)","582",A_KANTOOR_TOEGEST,"2",,"5.9347","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91076.361206 436571.149558)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91076.361206 436571.149558)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91090.67987 436571.259522)","582",A_KANTOOR_TOEGEST,"2",,"3.3299","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91083.147889 436572.605342)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91083.147889 436572.605342)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90814.737336 436572.993478)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90816.729614 436573.794545)","582",A_KANTOOR_TOEGEST,"3",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91089.516171 436573.846146)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91089.516171 436573.846146)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91375.819613 436574.082846)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91381.587957 436575.038331)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91110.761786 436575.578667)","582",A_KANTOOR_TOEGEST,"4",,"3.3299","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91109.075354 436577.834319)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91109.075354 436577.834319)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90292.107281 436578.869069)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90578.028529 436583.619912)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90290.156218 436583.763268)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91157.398032 436585.885771)","582",A_KANTOOR_TOEGEST,"1",,"3.3404","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90578.127373 436586.476022)","582",A_KANTOOR_TOEGEST,"1",,"5.8439","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91164.026434 436587.171571)","582",A_KANTOOR_TOEGEST,"3",,"3.3404","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91156.953177 436587.733928)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91156.953177 436587.733928)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91170.620123 436588.271882)","582",A_KANTOOR_TOEGEST,"4",,"3.3404","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91163.240002 436588.925342)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91163.240002 436588.925342)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90288.028792 436589.432153)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90812.155473 436589.621216)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91169.635786 436590.29172)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91169.635786 436590.29172)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90814.921555 436590.799809)","582",A_KANTOOR_TOEGEST,"2",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94524.828707 436594.018838)","687",A_DAK,,Plat afgedekt,"3.8681","0",,,
"POINT (90469.712004 436594.225926)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90285.656132 436594.390917)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91213.06224 436594.568737)","582",A_KANTOOR_TOEGEST,"2",,"3.3457","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90470.917773 436596.605314)","582",A_KANTOOR_TOEGEST,"2",,"5.6237","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90944.641474 436597.702787)","582",A_EDUCATIEVE_VOORZ_TOEGEST,,educatieve voorz. toegestaan,"0.0000","38",educatieve voorz. toegestaan,bedrijf/detailhandel/voorz,A_EDUCATIEVE_VOORZ_TOEGEST
"POINT (91211.413188 436597.834907)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90551.190576 436599.016308)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90284.483864 436600.439292)","582",A_MAATBESTEMMING,,maatbestemming,"5.0716","0",,,
"POINT (90966.194349 436600.958069)","582",A_DAK,,Plat afgedekt,"3.3385","0",,,
"POINT (90551.568671 436602.107328)","582",A_KANTOOR_TOEGEST,"1",,"5.8439","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91251.993057 436602.213493)","582",A_KANTOOR_TOEGEST,"3",,"3.3471","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91251.547061 436605.19471)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91273.28583 436606.822831)","582",A_KANTOOR_TOEGEST,"3",,"3.3425","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91423.089541 436607.07761)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91271.891274 436609.670298)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94490.804455 436612.110924)","687",A_HORECA_TOEGEST,,Horeca,"5.3303","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90279.279058 436613.956442)","582",A_MAATBESTEMMING,,maatbestemming,"5.0716","0",,,
"POINT (91306.734552 436614.130318)","582",A_KANTOOR_TOEGEST,"4",,"3.3414","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91305.647332 436616.28531)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90440.532394 436620.229234)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90441.49701 436622.948534)","582",A_KANTOOR_TOEGEST,"2",,"5.4756","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90275.423557 436623.853792)","582",A_MAATBESTEMMING,,maatbestemming,"5.0716","0",,,
"POINT (91090.553297 436624.754967)","582",A_KANTOOR_TOEGEST,"1",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91360.387897 436626.652552)","582",A_KANTOOR_TOEGEST,"3",,"3.3412","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91089.140285 436626.993158)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91359.14072 436628.747122)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91115.139713 436629.311283)","582",A_KANTOOR_TOEGEST,"3",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90272.397131 436629.618744)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91374.964286 436629.904647)","582",A_KANTOOR_TOEGEST,"3",,"3.3477","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91113.61366 436631.629409)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91373.873005 436631.778737)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91127.065538 436631.789279)","582",A_KANTOOR_TOEGEST,"2",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91125.482964 436633.947535)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91140.008732 436634.107405)","582",A_KANTOOR_TOEGEST,"4",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90270.393826 436634.341436)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91151.934557 436634.986693)","582",A_KANTOOR_TOEGEST,"3",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90311.514813 436635.037805)","582",A_MAATBESTEMMING,,maatbestemming,"4.8709","0",,,
"POINT (91403.337576 436635.416674)","582",A_KANTOOR_TOEGEST,"2",,"3.3438","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91138.426157 436636.025854)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90934.67014 436636.477313)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90934.67014 436636.477313)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90423.410475 436636.969926)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91150.465024 436637.065013)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91402.636039 436637.456124)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91165.178387 436637.794389)","582",A_KANTOOR_TOEGEST,"3",,"3.3373","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90936.866363 436637.959671)","582",A_KANTOOR_TOEGEST,"4",,"4.7854","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90268.569608 436639.072603)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90425.038263 436639.179357)","582",A_KANTOOR_TOEGEST,"1",,"5.4479","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91163.749648 436640.385428)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90266.590593 436644.599361)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90484.16616 436648.190699)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91215.411578 436648.536726)","582",A_KANTOOR_TOEGEST,"4",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91213.884827 436650.97761)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90933.048023 436651.159557)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90933.048023 436651.159557)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90484.997968 436651.281719)","582",A_KANTOOR_TOEGEST,"2",,"5.5406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90935.78575 436652.14105)","582",A_KANTOOR_TOEGEST,"3",,"4.8237","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90479.730642 436652.842699)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91244.419871 436653.418493)","582",A_KANTOOR_TOEGEST,"1",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91251.721729 436654.920575)","582",A_KANTOOR_TOEGEST,"4",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91242.760358 436655.389977)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90480.56245 436655.933719)","582",A_KANTOOR_TOEGEST,"2",,"5.5406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91250.52688 436657.173699)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91250.541852 436657.182416)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90262.549672 436658.488524)","582",A_MAATBESTEMMING,,maatbestemming,"5.0716","0",,,
"POINT (91273.627305 436660.553384)","582",A_KANTOOR_TOEGEST,"1",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91281.526588 436661.773826)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91271.835031 436662.337107)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91106.863497 436662.81254)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0818","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91279.867075 436664.026949)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91295.665642 436664.214709)","582",A_KANTOOR_TOEGEST,"1",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91294.603553 436666.280073)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90465.67482 436666.340403)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91311.530589 436667.031113)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90805.950053 436668.401857)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91319.543358 436668.978584)","582",A_KANTOOR_TOEGEST,"1",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91309.804695 436669.378117)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90466.506628 436669.431423)","582",A_KANTOOR_TOEGEST,"1",,"5.5406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90808.058649 436669.966131)","582",A_KANTOOR_TOEGEST,"5",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91326.864492 436670.129158)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91317.817464 436671.325588)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91325.33774 436672.288401)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91335.082089 436672.47858)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91342.655214 436673.802345)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91333.5079 436674.704913)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91341.123571 436675.848164)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91356.39746 436677.111757)","582",A_KANTOOR_TOEGEST,"3",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91354.780725 436679.277918)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (92546.824077 436680.432564)","647",A_KANTOOR_TOEGEST,,Kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91377.585194 436680.722025)","582",A_KANTOOR_TOEGEST,"1",,"3.3401","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90251.56316 436683.125439)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91376.308824 436683.189041)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90379.098465 436687.107023)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90249.485252 436688.18267)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (92556.922805 436689.041522)","647",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (90380.485099 436689.911301)","582",A_KANTOOR_TOEGEST,"1",,"5.4220","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90247.672215 436692.660813)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90936.032721 436693.462771)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90936.032721 436693.462771)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90938.105765 436693.852392)","582",A_KANTOOR_TOEGEST,"3",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (92548.952494 436696.567025)","647",A_NW_SIT,"5",,"0.4451","0",,,
"POINT (90245.997204 436696.722901)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
