WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (91090.39295 437283.598793)","582",A_KANTOOR_TOEGEST,"3",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91088.500521 437284.038119)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91088.500521 437284.038119)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91093.675131 437287.866525)","582",A_KANTOOR_TOEGEST,"3",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91092.019256 437289.058979)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91092.019256 437289.058979)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90833.633127 437293.104698)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90835.973503 437293.999293)","582",A_KANTOOR_TOEGEST,"3",,"4.6112","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90834.783482 437300.988322)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90836.925521 437302.050654)","582",A_KANTOOR_TOEGEST,"3",,"4.5980","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90945.814258 437303.872455)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90945.814258 437303.872455)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90947.806536 437304.673521)","582",A_KANTOOR_TOEGEST,"3",,"4.5973","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90252.008851 437306.775453)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90947.425135 437318.78881)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90947.425135 437318.78881)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90949.520244 437321.072539)","582",A_KANTOOR_TOEGEST,"4",,"4.5828","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90742.412645 437322.623115)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90453.451698 437342.823162)","582",A_GELUID,"1",,"0.0000","0",,,
"POINT (91006.956382 437346.65125)","582",A_DAK,,Plat afgedekt,"5.6059","0",,,
"POINT (90971.984997 437356.373452)","582",A_DAK,,Plat afgedekt,"4.0489","0",,,
"POINT (90958.983008 437399.774745)","582",A_DAK,,Plat afgedekt,"4.8567","0",,,
"POINT (91192.63847 437407.831027)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91157.768215 437417.767504)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91186.909548 437430.13246)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90943.292292 437466.477773)","582",A_DAK,,Plat afgedekt,"4.8454","0",,,
"POINT (91137.55024 437472.209922)","582",A_GELUID,"7",,"0.0000","0",,,
"POINT (90059.282516 437491.044194)","582",A_MAATBESTEMMING,,maatbestemming,"4.7040","0",,,
"POINT (92601.233036 438239.215581)","596",A_PLANGRENS,,Bedrijf,"0.0000","0",,,
"POINT (92483.502338 438301.961983)","596",A_PLANGRENS,,Bedrijf,"0.0000","0",,,
"POINT (67170.102925 438905.735291)","455",A_GRENS,X,,"5.9449","0",,,
"POINT (67147.140785 438913.134018)","455",A_GRENS,X,,"5.9385","0",,,
"POINT (87191.869672 439387.549624)","597",A_AANVLIEGROUTE,45m (40.60m+NAP),,"2.1315","0",,,
"POINT (88478.372542 440147.980242)","597",A_AANVLIEGROUTE,"20",,"2.1315","0",,,
"POINT (86424.949588 440159.103331)","588",A_LEIDINGNUMMER,"2",,"5.0938","0",,,
"POINT (88477.013944 440186.819061)","646",A_AANVLIEGROUTE,20 m,,"5.2691","0",,,
"POINT (88200.553998 440249.287419)","626",A_AANVLIEGROUTE,"20",,"5.2232","0",,,
"POINT (88184.691087 440249.769016)","597",A_AANVLIEGROUTE,"20",,"2.1315","0",,,
"POINT (88177.27013 440287.865243)","646",A_AANVLIEGROUTE,20 m,,"5.2788","0",,,
"POINT (87752.771296 440368.054729)","597",A_AANVLIEGROUTE,"30",,"2.1315","0",,,
"POINT (88314.889127 440371.761634)","646",A_AANVLIEGROUTE,10 m,,"5.2788","0",,,
"POINT (87754.792109 440396.589511)","646",A_AANVLIEGROUTE,30 m,,"5.2748","0",,,
"POINT (87739.496862 440419.953431)","626",A_AANVLIEGROUTE,"30",,"5.2025","0",,,
"POINT (88392.827012 440440.959811)","646",A_LEIDINGNUMMER,"2",,"5.2215","0",,,
"POINT (88217.921823 440561.073807)","597",A_AANVLIEGROUTE,"20",,"2.1315","0",,,
"POINT (87964.888699 440597.23496)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.4972","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (88214.301252 440601.215063)","626",A_AANVLIEGROUTE,"20",,"5.2679","0",,,
"POINT (88213.897669 440605.692229)","646",A_AANVLIEGROUTE,20 m,,"5.2731","0",,,
"POINT (95766.944455 440625.555414)","589",A_LEIDINGNUMMER,"1",,"0.0000","0",,,
"POINT (87953.181568 440701.502131)","626",A_AANVLIEGROUTE,"45",,"0.5607","0",,,
"POINT (95982.242361 440759.766892)","589",A_LEIDINGNUMMER,"1",,"0.0000","0",,,
"POINT (88686.023051 440777.150816)","565",A_AANVLIEGROUTE,10 m,,"2.1315","0",,,
"POINT (88690.276975 440778.981359)","597",A_AANVLIEGROUTE,"10",,"2.1315","0",,,
"POINT (87811.343943 440802.893368)","626",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,10m  NAP,,"1.5203","0",,,
"POINT (88134.669135 440819.502824)","646",A_LEIDINGNUMMER,"2",,"5.2215","0",,,
"POINT (88668.923632 440821.430548)","646",A_AANVLIEGROUTE,10 m,,"5.2666","0",,,
"POINT (87785.756529 440832.529408)","646",A_NW_SIT,"5",,"5.2992","0",,,
"POINT (88591.713433 440888.641226)","646",A_AANVLIEGROUTE,20 m,,"0.5474","0",,,
"POINT (87820.153765 440932.040914)","646",A_NW_SIT,"4",,"5.2992","0",,,
"POINT (86114.957669 440946.809799)","588",A_LEIDINGNUMMER,"1",,"5.0938","0",,,
"POINT (88554.500525 440947.8976)","646",A_AANVLIEGROUTE,30 m,,"0.5474","0",,,
"POINT (86157.936369 440950.237507)","588",A_LEIDINGNUMMER,"2",,"5.0938","0",,,
"POINT (87626.982299 440955.409234)","646",A_NW_SIT,"1",,"5.2992","0",,,
"POINT (86110.215127 440959.387281)","588",A_LEIDINGNUMMER,"1",,"5.0938","0",,,
"POINT (87879.716451 440963.762574)","646",A_NW_SIT,"3",,"5.2992","0",,,
"POINT (86164.641918 440970.973946)","588",A_LEIDINGNUMMER,"1",,"5.0938","0",,,
"POINT (88516.887682 441007.790816)","646",A_AANVLIEGROUTE,40 m,,"0.5474","0",,,
"POINT (87796.047785 441021.10879)","646",A_NW_SIT,"2",,"5.2992","0",,,
"POINT (88498.484873 441037.094725)","646",A_AANVLIEGROUTE,45 m,,"0.5474","0",,,
"POINT (87186.606705 441318.268076)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.7994","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87642.836149 441329.945795)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.5518","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87614.395759 441357.633628)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.5518","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87141.01953 441363.943884)","646",A_BUNKER,,Bunker,"5.5215","32",Bunker,diversen,A_BUNKER
"POINT (87150.616353 441364.408059)","646",A_ANTENNEINST_TOEGEST,,Antenne installatie,"6.2766","17",Antenne installatie,bedrijf/detailhandel/voorz,A_ANTENNEINST_TOEGEST
"POINT (86998.479574 441407.014614)","588",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.4447","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87621.402223 441426.088589)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.5518","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87322.55197 441428.821248)","626",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,20m  NAP,,"1.0978","0",,,
"POINT (87002.656313 441440.81521)","588",A_LEIDINGNUMMER,"1",,"5.0938","0",,,
"POINT (86956.573907 441441.083516)","588",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.4447","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87637.926341 441443.801069)","646",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.5518","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87013.937268 441445.825769)","646",A_LEIDINGNUMMER,"1",,"5.8436","0",,,
"POINT (86952.641335 441462.444883)","588",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.5208","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (86964.935748 441469.223927)","588",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.2305","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (89808.618427 441659.388955)","597",A_AANVLIEGROUTE,20 m,,"0.5607","0",,,
"POINT (87689.213133 441881.523251)","646",A_LEIDINGNUMMER,"1",,"5.8436","0",,,
"POINT (86671.049653 441977.933535)","588",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.4150","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (85784.364262 441996.824833)","588",A_LEIDINGNUMMER,"3",,"5.0938","0",,,
"POINT (86602.776753 442221.427538)","588",A_LEIDINGNUMMER,"3",,"5.0938","0",,,
"POINT (86726.924529 442241.86376)","646",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"30",,"4.4398","0",,,
"POINT (87371.251997 442463.879268)","646",A_LEIDINGNUMMER,"2",,"5.2215","0",,,
"POINT (91384.927649 442790.860871)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.5576","0",,,
"POINT (91368.309586 442796.025982)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.4984","0",,,
"POINT (92959.205485 442800.595644)","597",A_AANVLIEGROUTE,"45",,"5.2731","0",,,
"POINT (91879.258876 442807.669334)","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,10 m,,"2.0223","0",,,
"POINT (91509.030086 442819.164221)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.3163","0",,,
"POINT (91533.54758 442819.372593)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.1326","0",,,
"POINT (91902.917744 442839.211693)","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,30 m,,"5.5022","0",,,
"POINT (92241.457894 442843.848613)","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,- 4.70 m,,"2.1574","0",,,
"POINT (91859.893097 442852.302422)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"10",,"1.9035","0",,,
"POINT (92271.629038 442859.604931)","593",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (91878.880558 442861.231172)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"30",,"5.5154","0",,,
"POINT (92254.715131 442869.70484)","597",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (92068.86229 442893.620228)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.3608","0",,,
"POINT (92118.383945 442897.545592)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.0830","0",,,
"POINT (92095.325142 442901.436407)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.4535","0",,,
"POINT (92204.687594 442906.101996)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"0",,"1.9035","0",,,
"POINT (92236.309999 442912.24725)","593",A_LPG_TANK,,LPG_Tank,"0.7211","66",LPG_Tank,brandstof,A_LPG_TANK
"POINT (91482.057184 442919.125984)","593",A_AANVLIEGROUTE,"45",,"0.5607","0",,,
"POINT (92251.39448 442925.953692)","593",A_LPG_VULPUNT,,LPG Vulpunt,"5.7486","0",,,
"POINT (92283.629552 442927.966055)","593",A_LPG_AFLEVERZUIL,,LPG_Afleverzuil,"5.7537","15",Afleverzuil,brandstof,A_LPG_AFLEVERZUIL
"POINT (92202.176604 442928.350685)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.2420","0",,,
"POINT (92561.559112 442959.970893)","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,40 m,,"5.3520","0",,,
"POINT (92539.466833 442985.827936)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"40",,"5.3926","0",,,
"POINT (91920.394224 443017.76865)","709",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (91928.457038 443018.148931)","593",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (91350.503856 443019.319744)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.4006","0",,,
"POINT (91922.838918 443035.057732)","597",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (92676.389599 443039.884903)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.0753","0",,,
"POINT (92124.087519 443054.306351)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.6090","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (92133.106025 443054.65529)","709",A_AANVLIEGROUTE,"30",,"5.2731","0",,,
"POINT (92666.167458 443059.469738)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.3202","0",,,
"POINT (91653.316646 443061.441341)","709",A_ANTENNEINST_TOEGEST,,Antenne installatie,"0.0000","17",Antenne installatie,bedrijf/detailhandel/voorz,A_ANTENNEINST_TOEGEST
"POINT (92697.600663 443078.1975)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.4013","0",,,
"POINT (91398.222974 443101.681715)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"50",,"5.2154","0",,,
"POINT (92691.713038 443123.414931)","593",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92676.064372 443124.899748)","592",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92677.713465 443141.367188)","597",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92810.960186 443151.03347)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.1991","0",,,
"POINT (92732.350772 443194.2878)","709",A_ANTENNEINST_TOEGEST,,Antenne installatie,"0.0000","17",Antenne installatie,bedrijf/detailhandel/voorz,A_ANTENNEINST_TOEGEST
"POINT (92731.724564 443194.754372)","593",A_ANTENNEINST_TOEGEST,,Antenne installatie,"5.6877","17",Antenne installatie,bedrijf/detailhandel/voorz,A_ANTENNEINST_TOEGEST
"POINT (91604.231664 443224.740963)","709",A_AANVLIEGROUTE,"10",,"5.2951","0",,,
"POINT (92611.205196 443237.071761)","709",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92720.970622 443299.066432)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.1991","0",,,
"POINT (92313.664764 443334.03302)","709",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92319.319038 443341.000931)","593",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92308.29348 443358.923899)","597",A_AANVLIEGROUTE,"40",,"5.2731","0",,,
"POINT (92359.661764 443384.249148)","709",A_CARAVANST_TOEGEST,,Caravanstalling,"0.0000","0",,,
"POINT (92229.784997 443397.126777)","709",A_AANVLIEGROUTE,"45",,"0.5607","0",,,
"POINT (91467.193623 443447.654199)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.5411","0",,,
"POINT (91471.905092 443455.145824)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.5411","0",,,
"POINT (92485.675884 443492.493532)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.1323","0",,,
"POINT (92818.66999 443494.390194)","597",A_AANVLIEGROUTE,45m (40.60m+NAP),,"5.2731","0",,,
"POINT (92314.052371 443506.690428)","709",A_CARAVANST_TOEGEST,,Caravanstalling,"0.0000","0",,,
"POINT (92399.890541 443515.110886)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.6090","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (92359.586645 443536.439636)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.6090","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (91587.453054 443537.019311)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.5868","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (92496.798377 443555.345833)","597",A_AANVLIEGROUTE,"45",,"5.2731","0",,,
"POINT (92127.505673 443590.026741)","709",A_AANVLIEGROUTE,"20",,"5.2951","0",,,
"POINT (92284.415443 443601.44339)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.6090","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (92301.205162 443616.448647)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"10",,"0.8606","0",,,
"POINT (92231.121024 443642.999766)","709",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"5.6090","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (91574.243166 443710.41031)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.5411","0",,,
"POINT (91604.687931 443730.895338)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"40",,"5.8132","0",,,
"POINT (91657.132936 443766.270801)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"60",,"5.3064","0",,,
"POINT (92052.220047 443843.375942)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"10",,"0.8606","0",,,
"POINT (91894.493478 443852.812541)","709",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",,"5.6533","0",,,
"POINT (98486.467522 444438.720165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98522.976522 444455.063165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98559.485522 444471.406165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98595.994522 444487.749165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98632.503522 444504.092165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98669.012522 444520.435165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98705.521522 444536.778165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98742.030522 444553.121165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98778.539522 444569.464165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98815.048522 444585.807165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98851.557522 444602.150165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98888.066522 444618.493165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98924.575522 444634.836165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98961.084522 444651.179165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (98997.593522 444667.522165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99034.102522 444683.865165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99070.611522 444700.208165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99107.120522 444716.551165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99143.629522 444732.894165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99180.138522 444749.237165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99216.647522 444765.580165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99253.156522 444781.923165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99289.665522 444798.266165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99326.174522 444814.609165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99362.683522 444830.952165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99399.192522 444847.295165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99435.701522 444863.638165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (99472.210522 444879.981165)","534",A_ECOL_VERB_ZONE,*,,"0.4222","0",,,
"POINT (68851.106561 445220.383042)","595",A_HOTEL_TOEGEST,,Hotel,"0.9806","50",Hotel,bedrijf/detailhandel/voorz,A_HOTEL_TOEGEST
"POINT (68971.39198 445262.585164)","595",A_LEIDINGNUMMER,"1",,"0.9806","0",,,
"POINT (68979.234276 445269.540195)","595",A_LEIDINGNUMMER,"1",,"0.9806","0",,,
"POINT (69010.944006 445276.188721)","595",A_LEIDINGNUMMER,"1",,"0.9806","0",,,
"POINT (68885.023711 445286.454777)","595",A_WAARNEEMPUNT,,Waarneempunt,"5.7484","117",Waarneempunt,diversen,A_WAARNEEMPUNT
"POINT (68936.195373 445313.342968)","595",A_WAARNEEMPUNT,,Waarneempunt,"5.7484","117",Waarneempunt,diversen,A_WAARNEEMPUNT
"POINT (69095.363822 445382.675134)","595",A_LEIDINGNUMMER,"1",,"0.9806","0",,,
"POINT (68964.93663 445436.392967)","595",A_HOTEL_TOEGEST,,Hotel,"0.9806","50",Hotel,bedrijf/detailhandel/voorz,A_HOTEL_TOEGEST
"POINT (68990.06723 445437.023962)","595",A_WAARNEEMPUNT,,Waarneempunt,"5.7484","117",Waarneempunt,diversen,A_WAARNEEMPUNT
"POINT (69154.746839 445481.683834)","595",A_WAARNEEMPUNT,,Waarneempunt,"4.8658","117",Waarneempunt,diversen,A_WAARNEEMPUNT
"POINT (69090.899728 445498.515245)","595",A_WAARNEEMPUNT,,Waarneempunt,"5.7484","117",Waarneempunt,diversen,A_WAARNEEMPUNT
"POINT (69039.629055 445629.277476)","595",A_WAARNEEMPUNT,,Waarneempunt,"5.7484","117",Waarneempunt,diversen,A_WAARNEEMPUNT
